年度,学校コード,学部(研究科)番号,所在地,学校名,学校種別,学部・研究科名,課程別,昼夜別,学科・専攻名,符号,性別,A大学院研究科,B大学学部,C短期大学本科,D専攻科,E別科,F自営業主等,G無期雇用労働者,H有期雇用労働者,I臨時労働者,臨床研修医(予定者を含む),専修学校・外国の学校等入学者,J(進学準備中),J(就職準備中),J(その他),不詳・死亡の者,7状況別計(a),左記A~Eのうち自営業者等無期(再掲),雇用契約期間1年以上フルタイム相当(再掲),左記Hのうち雇用契約期間が1年以上フルタイム勤務相当(再掲),8博士(再掲)満期退学,8博士(再掲)ポスドクH,8博士(再掲)ポスドクI,8博士(再掲)ポスドクJ,①年度入学,②年度入学,③年度入学,④年度入学,⑤年度入学,その他(編入),年度別計(a),入学年度①,入学年度②,入学年度③,入学年度④,入学年度⑤,進学者,就職者,臨床研修医,その他,合計（確認用）
2024,F101110100010,2Y51,1,北海道大学,2,環境科学院,2,1,環境起学,X182,女,2,,,,,,5,2,,,,,1,,,10,,,2,,,,,8,2,,,,,10,4,3,2,1,30,2,7,0,1,10
2024,F101110100010,2Y51,1,北海道大学,2,環境科学院,2,1,地球圏科学,F951,男,6,,,,,,10,,,,1,,,2,,19,,,,,,,,17,1,,,1,,19,4,3,2,1,30,7,10,0,2,19
2024,F101110100010,2Y51,1,北海道大学,2,環境科学院,2,1,地球圏科学,F951,女,2,,,,,,5,,,,,,,,,7,,,,,,,,7,,,,,,7,4,3,2,1,30,2,5,0,0,7
2024,F101110100010,2Y51,1,北海道大学,2,環境科学院,2,1,生物圏科学,X183,男,7,,,,,,28,2,,,1,,4,1,,43,,,1,,,,,40,3,,,,,43,4,3,2,1,30,8,30,0,5,43
2024,F101110100010,2Y51,1,北海道大学,2,環境科学院,2,1,生物圏科学,X183,女,3,,,,,,10,1,,,,1,1,,,16,,,1,,,,,14,2,,,,,16,4,3,2,1,30,3,11,0,2,16
2024,F101110100010,2Y51,1,北海道大学,2,環境科学院,2,1,環境物質科学,F9A8,男,5,,,,,,20,,,,,1,1,1,,28,,,,,,,,24,4,,,,,28,4,3,2,1,30,5,20,0,3,28
2024,F101110100010,2Y51,1,北海道大学,2,環境科学院,2,1,環境物質科学,F9A8,女,4,,,,,,4,,,,,,1,1,,10,,,,,,,,10,,,,,,10,4,3,2,1,30,4,4,0,2,10
2024,F101110100010,2Y68,1,北海道大学,2,生命科学院,2,1,生命科学,X159,男,26,,,,,,35,1,,,2,,1,,,65,,,1,,,,,58,7,,,,,65,4,3,2,1,30,28,36,0,1,65
2024,F101110100010,2Y68,1,北海道大学,2,生命科学院,2,1,生命科学,X159,女,6,,,,,,27,,,,,1,,1,,35,,,,,,,,33,2,,,,,35,4,3,2,1,30,6,27,0,2,35
2024,F101110100010,2Y77,1,北海道大学,2,国際広報メディア・観光学院,2,1,国際広報メディア・観光学院,X9J8,男,4,,,,,,6,5,,,,1,2,1,,19,1,,5,,,,,15,4,,,,,19,4,3,2,1,30,4,11,0,4,19
2024,F101110100010,2Y77,1,北海道大学,2,国際広報メディア・観光学院,2,1,国際広報メディア・観光学院,X9J8,女,4,,,,,,5,17,1,,,1,5,8,,41,,,17,,,,,33,7,1,,,,41,4,3,2,1,30,4,23,0,14,41
2024,F101110100010,2Z49,1,北海道大学,2,医理工学院,2,1,医理工学,X9H8,男,3,,,,,,8,,,,,,,,,11,,,,,,,,9,1,1,,,,11,4,3,2,1,30,3,8,0,0,11
2024,F101110100010,2Z49,1,北海道大学,2,医理工学院,2,1,医理工学,X9H8,女,2,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,3,4,3,2,1,30,2,1,0,0,3
2024,F101110100010,4A01,1,北海道大学,2,文学研究科,3,1,言語文学,A1B3,男,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,1,3,2,1,30,29,0,0,0,1,1
2024,F101110100010,4A01,1,北海道大学,2,文学研究科,3,1,言語文学,A1B3,女,,,,,,,,1,,,,,,2,,3,,,1,1,,,,,,,2,1,,3,3,2,1,30,29,0,1,0,2,3
2024,F101110100010,4A01,1,北海道大学,2,文学研究科,3,1,思想文化学,A346,男,,,,,,,,2,,,,,,1,,3,,,2,2,,,1,,,,3,,,3,3,2,1,30,29,0,2,0,1,3
2024,F101110100010,4A01,1,北海道大学,2,文学研究科,3,1,思想文化学,A346,女,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4A01,1,北海道大学,2,文学研究科,3,1,歴史地域文化学,B991,男,,,,,,,1,,,,,,1,,,2,,,,2,,,,,,,1,1,,2,3,2,1,30,29,0,1,0,1,2
2024,F101110100010,4A01,1,北海道大学,2,文学研究科,3,1,歴史地域文化学,B991,女,,,,,,,,1,,,,,,2,,3,,,,2,,,,,,,1,2,,3,3,2,1,30,29,0,1,0,2,3
2024,F101110100010,4A01,1,北海道大学,2,文学研究科,3,1,人間システム科学,X345,男,,,,,,,1,1,,,,,,,,2,,,1,2,1,,,,,,,2,,2,3,2,1,30,29,0,2,0,0,2
2024,F101110100010,4A01,1,北海道大学,2,文学研究科,3,1,人間システム科学,X345,女,,,,,,,,2,,,,,,,,2,,,1,1,,,,,,,2,,,2,3,2,1,30,29,0,2,0,0,2
2024,F101110100010,4A58,1,北海道大学,2,文学院,3,1,人文学,B936,男,1,,,,,,3,3,,,,,,,,7,,,2,3,0,,,1,4,2,,,,7,3,2,1,30,29,1,6,0,0,7
2024,F101110100010,4A58,1,北海道大学,2,文学院,3,1,人文学,B936,女,,,,,,,2,3,,,,,1,,,6,,,2,2,1,,,1,3,2,,,,6,3,2,1,30,29,0,5,0,1,6
2024,F101110100010,4A58,1,北海道大学,2,文学院,3,1,人間科学,B9C5,男,,,,,,,1,4,,,,,,1,,6,,,3,0,3,,1,2,1,2,,,1,6,3,2,1,30,29,0,5,0,1,6
2024,F101110100010,4A58,1,北海道大学,2,文学院,3,1,人間科学,B9C5,女,,,,,,,,,,,,,,3,,3,,,,0,0,,1,1,2,,,,,3,3,2,1,30,29,0,0,0,3,3
2024,F101110100010,4C01,1,北海道大学,2,法学研究科,3,1,法学政治学,C140,男,,,,,,1,,3,,,,,2,1,,7,,,3,1,,,1,3,1,2,1,,,7,3,2,1,30,29,0,4,0,3,7
2024,F101110100010,4C01,1,北海道大学,2,法学研究科,3,1,法学政治学,C140,女,,,,,,,1,1,,,,,,,,2,,,1,,,,,,,2,,,,2,3,2,1,30,29,0,2,0,0,2
2024,F101110100010,4D60,1,北海道大学,2,経済学院,3,1,現代経済経営,C288,男,,,,,,,4,1,,,1,,1,,,7,,,1,2,,,,4,2,,,,1,7,3,2,1,30,29,1,5,0,1,7
2024,F101110100010,4D60,1,北海道大学,2,経済学院,3,1,現代経済経営,C288,女,,,,,,,,1,,,,,,1,,2,,,1,1,,,,1,,,,1,,2,3,2,1,30,29,0,1,0,1,2
2024,F101110100010,4E28,1,北海道大学,2,理学院,3,1,数学,E101,男,,,,,,,2,3,,,,,,4,,9,,,3,1,2,,2,5,1,3,,,,9,3,2,1,30,29,0,5,0,4,9
2024,F101110100010,4E28,1,北海道大学,2,理学院,3,1,数学,E101,女,,,,,,,1,2,,,,,,,,3,,,1,1,1,,,2,1,,,,,3,3,2,1,30,29,0,3,0,0,3
2024,F101110100010,4E28,1,北海道大学,2,理学院,3,1,物性物理学,E219,男,,,,,,,,3,,,,,,,,3,,,2,1,,,,1,,2,,,,3,3,2,1,30,29,0,3,0,0,3
2024,F101110100010,4E28,1,北海道大学,2,理学院,3,1,物性物理学,E219,女,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,1,3,2,1,30,29,0,1,0,0,1
2024,F101110100010,4E28,1,北海道大学,2,理学院,3,1,宇宙理学,E210,男,,,,,,,2,2,,,,,1,,,5,,,2,1,2,,,1,2,1,1,,,5,3,2,1,30,29,0,4,0,1,5
2024,F101110100010,4E28,1,北海道大学,2,理学院,3,1,宇宙理学,E210,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4E28,1,北海道大学,2,理学院,3,1,自然史科学,F9B7,男,,,,,,,3,5,,,,,,1,,9,,,4,1,2,,,1,2,3,1,2,,9,3,2,1,30,29,0,8,0,1,9
2024,F101110100010,4E28,1,北海道大学,2,理学院,3,1,自然史科学,F9B7,女,,,,,,,,,,,1,,,2,,3,,,,1,,,2,2,,,,1,,3,3,2,1,30,29,1,0,0,2,3
2024,F101110100010,4E31,1,北海道大学,2,総合化学院,3,1,総合化学,F9D1,男,,,,,,,18,7,,,,,1,0,,26,,,1,4,5,,0,16,3,2,,1,4,26,3,2,1,30,29,0,25,0,1,26
2024,F101110100010,4E31,1,北海道大学,2,総合化学院,3,1,総合化学,F9D1,女,,,,,,,6,6,,,,,3,1,,16,,,0,2,6,,1,4,9,1,,1,1,16,3,2,1,30,29,0,12,0,4,16
2024,F101110100010,4G11,1,北海道大学,2,情報科学研究科,3,1,情報理工学,G258,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G11,1,北海道大学,2,情報科学研究科,3,1,情報理工学,G258,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G11,1,北海道大学,2,情報科学研究科,3,1,情報エレクトロニクス,G2B7,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G11,1,北海道大学,2,情報科学研究科,3,1,情報エレクトロニクス,G2B7,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G11,1,北海道大学,2,情報科学研究科,3,1,生命人間情報科学,J9X5,男,,,,,,,,0,,,,,,,,0,,,0,0,,,,,,,0,,,0,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G11,1,北海道大学,2,情報科学研究科,3,1,生命人間情報科学,J9X5,女,,,,,,,,1,,,,,,,,1,,,1,1,,,,,,,1,,,1,3,2,1,30,29,0,1,0,0,1
2024,F101110100010,4G11,1,北海道大学,2,情報科学研究科,3,1,メディアネットワーク,G2B8,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G11,1,北海道大学,2,情報科学研究科,3,1,メディアネットワーク,G2B8,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G11,1,北海道大学,2,情報科学研究科,3,1,システム情報科学,J9A6,男,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,1,3,2,1,30,29,0,1,0,0,1
2024,F101110100010,4G11,1,北海道大学,2,情報科学研究科,3,1,システム情報科学,J9A6,女,,,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,建築都市空間デザイン,G365,男,,,,,,,3,,,,,,,,,3,,,,1,,,,,3,,,,,3,3,2,1,30,29,0,3,0,0,3
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,建築都市空間デザイン,G365,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,空間性能システム,G366,男,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,,,,,1,3,2,1,30,29,0,1,0,0,1
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,空間性能システム,G366,女,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,1,3,2,1,30,29,0,1,0,0,1
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,応用物理学,G501,男,,,,,,,4,2,,,,,,,,6,,,1,1,2,,,1,1,3,1,,,6,3,2,1,30,29,0,6,0,0,6
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,応用物理学,G501,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,材料科学,J911,男,,,,,,,4,,,,,,1,2,,7,,,,1,,,2,5,1,,1,,,7,3,2,1,30,29,0,4,0,3,7
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,材料科学,J911,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,量子理工学,J975,男,,,,,,,1,1,,,,,,,,2,,,1,,1,,,,2,,,,,2,3,2,1,30,29,0,2,0,0,2
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,量子理工学,J975,女,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,1,3,2,1,30,29,0,0,0,1,1
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,機械宇宙工学,J9AA,男,,,,,,,,2,,,,,,,,2,,,2,,2,,,,1,,,,1,2,3,2,1,30,29,0,2,0,0,2
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,機械宇宙工学,J9AA,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,人間機械システムデザイン,J9AB,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,人間機械システムデザイン,J9AB,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,環境フィールド工学,J9AC,男,,,,,,,2,1,,,,,,,,3,,,,,1,,,1,2,,,,,3,3,2,1,30,29,0,3,0,0,3
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,環境フィールド工学,J9AC,女,,,,,,,3,,,,,,1,,,4,,,,,,,,,1,1,1,,1,4,3,2,1,30,29,0,3,0,1,4
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,環境創生工学,J9AD,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,環境創生工学,J9AD,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,環境循環システム,J9AE,男,,,,,,,5,1,,,,,,1,,7,,,,1,1,,,3,4,,,,,7,3,2,1,30,29,0,6,0,1,7
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,環境循環システム,J9AE,女,,,,,,,1,1,,,,,,1,,3,,,1,,1,,,1,2,,,,,3,3,2,1,30,29,0,2,0,1,3
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,北方圏環境政策工学,J9AF,男,,,,,,,1,1,,,,,,1,,3,,,1,,1,,,1,1,1,,,,3,3,2,1,30,29,0,2,0,1,3
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,北方圏環境政策工学,J9AF,女,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,1,3,2,1,30,29,0,0,0,1,1
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,エネルギー環境システム,J9Z9,男,,,,,,,1,,,,,,,1,,2,,,,,,,1,,1,,,,1,2,3,2,1,30,29,0,1,0,1,2
2024,F101110100010,4G60,1,北海道大学,2,工学院,3,1,エネルギー環境システム,J9Z9,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4G78,1,北海道大学,2,情報科学院,3,1,情報科学,E103,男,,1,,,,,21,7,,,,1,1,1,,32,,,7,1,1,,,19,5,2,,,6,32,3,2,1,30,29,1,28,0,3,32
2024,F101110100010,4G78,1,北海道大学,2,情報科学院,3,1,情報科学,E103,女,,0,,,,,2,5,,,,,1,1,,9,,,5,1,1,,,7,2,0,,,0,9,3,2,1,30,29,0,7,0,2,9
2024,F101110100010,4K12,1,北海道大学,1,獣医学部,,1,共同獣医学課程,K722,男,5,,,,,1,4,2,,,,,,1,,13,,,2,,,,,12,1,,,,,13,30,29,28,27,26,5,7,0,1,13
2024,F101110100010,4K12,1,北海道大学,1,獣医学部,,1,共同獣医学課程,K722,女,2,,,,,1,19,5,,,,,,,,27,,,5,,,,,25,2,,,,,27,30,29,28,27,26,2,25,0,0,27
2024,F101110100010,4K28,1,北海道大学,2,水産科学院,3,1,海洋生物資源科学,K823,男,,,,,,,1,,,,,,,1,,2,,,,,,,,1,,,,1,,2,3,2,1,30,29,0,1,0,1,2
2024,F101110100010,4K28,1,北海道大学,2,水産科学院,3,1,海洋生物資源科学,K823,女,,,,,,,2,,,,,,,,,2,,,,1,,,,1,1,,,,,2,3,2,1,30,29,0,2,0,0,2
2024,F101110100010,4K28,1,北海道大学,2,水産科学院,3,1,海洋応用生命科学,K824,男,,,,,,,4,2,,,,,,2,,8,,,2,1,2,,,4,2,1,1,,,8,3,2,1,30,29,0,6,0,2,8
2024,F101110100010,4K28,1,北海道大学,2,水産科学院,3,1,海洋応用生命科学,K824,女,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,1,3,2,1,30,29,0,0,0,1,1
2024,F101110100010,4K30,1,北海道大学,2,農学院,3,1,農学（系）,K101,男,,,,,,,8,11,,,,,,4,,23,,,9,1,5,,2,13,7,2,,,1,23,3,2,1,30,29,0,19,0,4,23
2024,F101110100010,4K30,1,北海道大学,2,農学院,3,1,農学（系）,K101,女,,,,,,,5,1,,,,,,3,,9,,,1,5,1,,,2,7,,,,,9,3,2,1,30,29,0,6,0,3,9
2024,F101110100010,4K30,1,北海道大学,2,農学院,3,1,応用生物科学,L944,男,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,1,3,2,1,30,29,0,1,0,0,1
2024,F101110100010,4K30,1,北海道大学,2,農学院,3,1,応用生物科学,L944,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4K30,1,北海道大学,2,農学院,3,1,環境(･)資源学,L946,男,,,,,,,3,,,,,,,,,3,,,,1,,,,,,,2,1,,3,3,2,1,30,29,0,3,0,0,3
2024,F101110100010,4K30,1,北海道大学,2,農学院,3,1,環境(･)資源学,L946,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4K30,1,北海道大学,2,農学院,3,1,共生基盤学,L9A9,男,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,1,,1,3,2,1,30,29,0,1,0,0,1
2024,F101110100010,4K30,1,北海道大学,2,農学院,3,1,共生基盤学,L9A9,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4K36,1,北海道大学,2,国際食資源学院,3,1,国際食資源学,L9E6,男,,,,,,,,1,,,,,,1,,2,,,1,1,1,,,2,,,,,,2,3,2,1,30,29,0,1,0,1,2
2024,F101110100010,4K36,1,北海道大学,2,国際食資源学院,3,1,国際食資源学,L9E6,女,,,,,,,1,,,,,,,1,,2,,,,1,,,,2,,,,,,2,3,2,1,30,29,0,1,0,1,2
2024,F101110100010,4M02,1,北海道大学,1,医学部医学科,,1,医学科,M201,男,1,,,,,,,,,85,,,5,1,,92,,,,,,,,80,3,3,1,1,4,92,30,29,28,27,26,1,0,85,6,92
2024,F101110100010,4M02,1,北海道大学,1,医学部医学科,,1,医学科,M201,女,,,,,,,,,,21,,,1,,,22,,,,,,,,17,3,1,1,,,22,30,29,28,27,26,0,0,21,1,22
2024,F101110100010,4M08,1,北海道大学,1,歯学部（修業年限６年）,,1,歯学,M401,男,,,,,,,1,,,26,,,3,,,30,,,,,,,,26,4,,,,,30,30,29,28,27,26,0,1,26,3,30
2024,F101110100010,4M08,1,北海道大学,1,歯学部（修業年限６年）,,1,歯学,M401,女,,,,,,,,,,21,,,,,,21,,,,,,,,21,,,,,,21,30,29,28,27,26,0,0,21,0,21
2024,F101110100010,4M48,1,北海道大学,1,薬学部（修業年限６年）,,1,薬学,M501,男,4,,,,,,10,1,,,,,,,,15,,,1,,,,,14,1,,,,,15,30,29,28,27,26,4,11,0,0,15
2024,F101110100010,4M48,1,北海道大学,1,薬学部（修業年限６年）,,1,薬学,M501,女,1,,,,,,14,,,,,,,,,15,,,,,,,,14,,1,,,,15,30,29,28,27,26,1,14,0,0,15
2024,F101110100010,4M56,1,北海道大学,2,大学院保健科学院,3,1,保健科学,O936,男,,,,,,,10,,,,,,,5,,15,,,,1,,,,12,2,1,,,,15,3,2,1,30,29,0,10,0,5,15
2024,F101110100010,4M56,1,北海道大学,2,大学院保健科学院,3,1,保健科学,O936,女,,,,,,,2,,,,,,,1,,3,,,,,,,,2,,1,,,,3,3,2,1,30,29,0,2,0,1,3
2024,F101110100010,4S17,1,北海道大学,2,教育学院,3,1,教育学,S101,男,,,,,,,4,2,,,,,0,1,,7,,,2,4,,,1,,,1,3,3,,7,3,2,1,30,29,0,6,0,1,7
2024,F101110100010,4S17,1,北海道大学,2,教育学院,3,1,教育学,S101,女,,,,,,,0,1,,,,,1,0,,2,,,0,1,,,0,,,0,0,2,,2,3,2,1,30,29,0,1,0,1,2
2024,F101110100010,4Y51,1,北海道大学,2,環境科学院,3,1,環境起学,X182,男,,,,,,,3,1,,,,,,,,4,,,,1,1,,,2,1,,,1,,4,3,2,1,30,29,0,4,0,0,4
2024,F101110100010,4Y51,1,北海道大学,2,環境科学院,3,1,環境起学,X182,女,,,,,,,3,1,,,,,,,,4,,,,1,1,,,,1,1,2,,,4,3,2,1,30,29,0,4,0,0,4
2024,F101110100010,4Y51,1,北海道大学,2,環境科学院,3,1,地球圏科学,F951,男,,,,,,,,2,,,,,,1,,3,,,1,,2,,1,1,2,,,,,3,3,2,1,30,29,0,2,0,1,3
2024,F101110100010,4Y51,1,北海道大学,2,環境科学院,3,1,地球圏科学,F951,女,,,,,,,,1,,,,,,2,,3,,,,2,1,,,,1,,1,1,,3,3,2,1,30,29,0,1,0,2,3
2024,F101110100010,4Y51,1,北海道大学,2,環境科学院,3,1,生物圏科学,X183,男,,,,,,,6,5,,,,,,2,,13,,,5,2,3,,2,5,4,,1,3,,13,3,2,1,30,29,0,11,0,2,13
2024,F101110100010,4Y51,1,北海道大学,2,環境科学院,3,1,生物圏科学,X183,女,,,,,,,1,1,,,,,,,,2,,,,,,,,1,1,,,,,2,3,2,1,30,29,0,2,0,0,2
2024,F101110100010,4Y51,1,北海道大学,2,環境科学院,3,1,環境物質科学,F9A8,男,,,,,,,1,1,,,,,2,1,,5,,,,3,1,,,3,1,1,,,,5,3,2,1,30,29,0,2,0,3,5
2024,F101110100010,4Y51,1,北海道大学,2,環境科学院,3,1,環境物質科学,F9A8,女,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,1,3,2,1,30,29,0,1,0,0,1
2024,F101110100010,4Y68,1,北海道大学,2,生命科学院,3,1,生命科学,X159,男,,,,,,,7,6,,,,,,,,13,,,5,2,2,,,11,2,,,,,13,3,2,1,30,29,0,13,0,0,13
2024,F101110100010,4Y68,1,北海道大学,2,生命科学院,3,1,生命科学,X159,女,,,,,,,3,6,,,,,,,,9,,,4,3,4,,,4,3,1,1,,,9,3,2,1,30,29,0,9,0,0,9
2024,F101110100010,4Y68,1,北海道大学,2,生命科学院,3,1,ソフトマター,F9F8,男,,,,,,,4,5,,,,,,,,9,,,3,2,5,,,5,4,,,,,9,3,2,1,30,29,0,9,0,0,9
2024,F101110100010,4Y68,1,北海道大学,2,生命科学院,3,1,ソフトマター,F9F8,女,,,,,,,,3,,,,,1,,,4,,,3,1,2,,,,3,,1,,,4,3,2,1,30,29,0,3,0,1,4
2024,F101110100010,4Y77,1,北海道大学,2,国際広報メディア・観光学院,3,1,国際広報メディア,X919,男,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,1,3,2,1,30,29,0,1,0,0,1
2024,F101110100010,4Y77,1,北海道大学,2,国際広報メディア・観光学院,3,1,国際広報メディア,X919,女,,,,,,,,1,,,,,,2,,3,,,,2,1,,1,,,,2,1,,3,3,2,1,30,29,0,1,0,2,3
2024,F101110100010,4Y77,1,北海道大学,2,国際広報メディア・観光学院,3,1,観光創造,C340,男,,,,,,,,,,,,,,2,,2,,,,2,,,,,,,,2,,2,3,2,1,30,29,0,0,0,2,2
2024,F101110100010,4Y77,1,北海道大学,2,国際広報メディア・観光学院,3,1,観光創造,C340,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,4Y77,1,北海道大学,2,国際広報メディア・観光学院,3,1,国際広報メディア・観光学,X9J8,男,,,,,,,3,1,,,,,1,,,5,,,1,,,,,2,2,1,,,,5,3,2,1,30,29,0,4,0,1,5
2024,F101110100010,4Y77,1,北海道大学,2,国際広報メディア・観光学院,3,1,国際広報メディア・観光学,X9J8,女,,,,,,1,,3,,,,,1,3,,8,,,3,1,,,2,3,3,2,,,,8,3,2,1,30,29,0,4,0,4,8
2024,F101110100010,4Z49,1,北海道大学,2,医理工学院,3,1,医理工学,X9H8,男,,,,,,,6,1,,,,,,1,,8,,,1,1,1,,1,2,2,2,2,,,8,3,2,1,30,29,0,7,0,1,8
2024,F101110100010,4Z49,1,北海道大学,2,医理工学院,3,1,医理工学,X9H8,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F101110100010,6K37,1,北海道大学,2,獣医学院,4,1,獣医学,K701,男,,,,,,,4,1,,,,,,1,,6,,,1,3,,,,4,2,,,,,6,2,1,30,29,28,0,5,0,1,6
2024,F101110100010,6K37,1,北海道大学,2,獣医学院,4,1,獣医学,K701,女,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,1,2,1,30,29,28,0,1,0,0,1
2024,F101110100010,6M01,1,北海道大学,2,医学研究科,4,1,医学,M138,男,,,,,,1,4,2,,,,,,,,7,,,2,1,,,,,,,,7,,7,2,1,30,29,28,0,7,0,0,7
2024,F101110100010,6M01,1,北海道大学,2,医学研究科,4,1,医学,M138,女,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,2,,2,2,1,30,29,28,0,2,0,0,2
2024,F101110100010,6M81,1,北海道大学,2,医学院,4,1,医学,M138,男,,,,,,,24,14,,,,,1,1,,40,,,10,,,,1,17,15,2,3,,3,40,2,1,30,29,28,0,38,0,2,40
2024,F101110100010,6M81,1,北海道大学,2,医学院,4,1,医学,M138,女,,,,,,,6,10,,,,,,1,,17,,,5,,,,,6,8,,1,,2,17,2,1,30,29,28,0,16,0,1,17
2024,F101110100010,6M82,1,北海道大学,2,国際感染症学院,4,1,国際感染症学,M1M6,男,,,,,,,,2,,,,,,,,2,,,2,,,,,2,,,,,,2,2,1,30,29,28,0,2,0,0,2
2024,F101110100010,6M82,1,北海道大学,2,国際感染症学院,4,1,国際感染症学,M1M6,女,,,,,,,,2,,,,,,,,2,,,,,,,,,2,,,,,2,2,1,30,29,28,0,2,0,0,2
2024,F101110100010,6M83,1,北海道大学,2,歯学院（修業年限４年）,4,1,口腔医学,M218,男,,,,,,1,4,11,,,,,1,1,0,18,,,7,,,,,12,2,2,1,1,,18,2,1,30,29,28,0,16,0,2,18
2024,F101110100010,6M83,1,北海道大学,2,歯学院（修業年限４年）,4,1,口腔医学,M218,女,,,,,,,5,13,1,,,,2,3,0,24,,,5,,,,,22,2,,,,,24,2,1,30,29,28,0,19,0,5,24
