年度,学校コード,学部(研究科)番号,所在地,連番,学校名,学校種別,学部・研究科名,課程別,昼夜別,学科・専攻名,符号,性別,b-1研究者,b-2農林水産技術者,b-3製造技術者（開発）機械,b-3製造技術者（開発）電気,b-3製造技術者（開発）科学,b-3製造技術者（開発）その他,b-4製造技術者（開発を除く）機械,b-4製造技術者（開発を除く）電気,b-4製造技術者（開発を除く）科学,b-4製造技術者（開発を除く）その他,b-5建築・土木・測量技術者,b-6情報処理・通信技術者,b-7その他の技術者,b-8教員_幼稚園,b-8教員_小学校,b-8教員_中学校,b-8教員_高等学校,b-8教員_中等教育学校,b-8教員_高等専門学校,b-8教員_短期大学,b-8教員_大学,b-8教員_特別支援学校,b-8教員_その他,b-9医師，歯科医師,b-9獣医師,b-9薬剤師,b-10保健師，助産師，看護師,b-11医療技術者,b-12その他の保健医療従事者(栄養士),b-12その他の保健医療従事者(その他),b-13美術・写真・デザイナー・音楽・舞台,b-14その他,a管理的職業従事者,c事務従事者,d販売従事者,eサービス職業従事者,f保安職業従事者,g-1農林業従事者,g-2漁業従事者,h生産工程従事者,i輸送・機械運転従事者,j建設・採掘従事者,k運搬・清掃・包装等従事者,左記以外（職）,職業別計,A農業・林業,B漁業,C鉱業・採石業・砂利採取業,D建設業,E-1食料品・飲料・たばこ・飼料製造業,E-2繊維工業,E-3印刷・同関連業,E-4化学工業・石油製品・石炭製品製造業,E-5鉄鋼業・非鉄金属・金属製品製造業,E-6はん用・生産用・業務用機械器具製造業,E-7電子部品・デバイス・電子回路製造業,E-8電気・情報通信機械器具製造業,E-9輸送用機械器具製造業,E-10その他の製造業,F電気・ガス・熱供給・水道業,G情報通信業,H運輸業・郵便業,I-1卸売業,I-2小売業,J-1金融業,J-2保険業,K-1不動産取引・賃貸・管理業,K-2物品賃貸業,L-1学術・開発研究機関,L-2法務,L-3その他の専門技術サービス業,M宿泊業，飲食サービス業,N生活関連サービス業，娯楽業,O-1学校教育,O-2その他の教育、学習支援業,P-1保険業、保険衛生,P-2社会保険・社会福祉・介護事業,Q複合サービス事業,R-1宗教,R-2その他のサービス業,S-1国家公務,S-2地方公務,左記以外（産）,産業別計
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,応用生物科学,L944,男,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,1,5
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,応用生物科学,L944,女,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,地域環境科学,L951,男,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,3
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,地域環境科学,L951,女,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,応用生命科学,L958,男,4,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,1,9,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,1,9
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,応用生命科学,L958,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,食品生物科学,L985,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,食品生物科学,L985,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2024,F126110107407,4M01,26,1,京都大学,2,医学研究科,3,1,医科学,M137,男,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,3
2024,F126110107407,4M01,26,1,京都大学,2,医学研究科,3,1,医科学,M137,女,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,4
2024,F126110107407,4M01,26,1,京都大学,2,医学研究科,3,1,社会健康医学系,M198,男,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,3
2024,F126110107407,4M01,26,1,京都大学,2,医学研究科,3,1,社会健康医学系,M198,女,2,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,5
2024,F126110107407,4M01,26,1,京都大学,2,医学研究科,3,1,人間健康科学系,O976,男,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,2
2024,F126110107407,4M01,26,1,京都大学,2,医学研究科,3,1,人間健康科学系,O976,女,1,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,5
2024,F126110107407,4M02,26,1,京都大学,1,医学部（修業年限6年）,,1,医学,M201,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4M02,26,1,京都大学,1,医学部（修業年限6年）,,1,医学,M201,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4M04,26,1,京都大学,2,薬学研究科,3,1,医薬創成情報科学,M336,男,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2024,F126110107407,4M04,26,1,京都大学,2,薬学研究科,3,1,医薬創成情報科学,M336,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4M04,26,1,京都大学,2,薬学研究科,3,1,薬科学,M325,男,8,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,1,,,3,,,,,,,,,,,,1,,,,1,,,,,4,,,,,,,1,,,11
2024,F126110107407,4M04,26,1,京都大学,2,薬学研究科,3,1,薬科学,M325,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4M21,26,1,京都大学,2,生命科学研究科,3,1,統合生命科学,X146,男,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2
2024,F126110107407,4M21,26,1,京都大学,2,生命科学研究科,3,1,統合生命科学,X146,女,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,2,5
2024,F126110107407,4M21,26,1,京都大学,2,生命科学研究科,3,1,高次生命科学,X147,男,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,,2,,,,,,,,,,,,,,,,1,1,1,,,2,,1,,,,,,,,8
2024,F126110107407,4M21,26,1,京都大学,2,生命科学研究科,3,1,高次生命科学,X147,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,3
2024,F126110107407,4M48,26,1,京都大学,1,薬学部（修業年限6年）,,1,薬学,M501,男,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,3
2024,F126110107407,4M48,26,1,京都大学,1,薬学部（修業年限6年）,,1,薬学,M501,女,,,,,1,1,,,,,,,,,,,,,,,1,,,,,2,,1,,,,2,,,,,,,,,,,,3,11,,,,,,,,5,,,,,,,,,,,2,,,,,1,1,,,,1,,1,,,,,,,,11
2024,F126110107407,4S01,26,1,京都大学,2,教育学研究科,3,1,臨床教育学,S117,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4S01,26,1,京都大学,2,教育学研究科,3,1,臨床教育学,S117,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4S01,26,1,京都大学,2,教育学研究科,3,1,教育学環,S101,男,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,1,4
2024,F126110107407,4S01,26,1,京都大学,2,教育学研究科,3,1,教育学環,S101,女,1,,,,,,,,,,,1,1,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,1,,,,,,,,6
2024,F126110107407,4X42,26,1,京都大学,2,人間・環境学研究科,3,1,共生人間学,X939,男,4,,,,,,,,,,,1,,,,,,,,,3,,1,,,,,,,,,1,1,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,6,1,,,,,,,,3,12
2024,F126110107407,4X42,26,1,京都大学,2,人間・環境学研究科,3,1,共生人間学,X939,女,1,,,,,1,,,,,,1,,,,,,,,1,2,,,,,,,,,1,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,5,,,,,,,,,,7
2024,F126110107407,4X42,26,1,京都大学,2,人間・環境学研究科,3,1,共生文明学,X940,男,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,1,1,5
2024,F126110107407,4X42,26,1,京都大学,2,人間・環境学研究科,3,1,共生文明学,X940,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2024,F126110107407,4X42,26,1,京都大学,2,人間・環境学研究科,3,1,相関環境学,X941,男,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,1,,,,,1,,,,,,,,,2,,,,,4,,,,,,,,,,8
2024,F126110107407,4X42,26,1,京都大学,2,人間・環境学研究科,3,1,相関環境学,X941,女,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,2
2024,F126110107407,5X31,26,1,京都大学,2,アジア・アフリカ地域研究研究科,4,1,アフリカ地域研究,X212,男,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,4
2024,F126110107407,5X31,26,1,京都大学,2,アジア・アフリカ地域研究研究科,4,1,アフリカ地域研究,X212,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,5X31,26,1,京都大学,2,アジア・アフリカ地域研究研究科,4,1,東南アジア地域研究,X216,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,2
2024,F126110107407,5X31,26,1,京都大学,2,アジア・アフリカ地域研究研究科,4,1,東南アジア地域研究,X216,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2024,F126110107407,5X31,26,1,京都大学,2,アジア・アフリカ地域研究研究科,4,1,グローバル地域研究,X9C9,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,5X31,26,1,京都大学,2,アジア・アフリカ地域研究研究科,4,1,グローバル地域研究,X9C9,女,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,3
2024,F126110107407,5Z25,26,1,京都大学,2,総合生存学館,4,1,総合生存学,X9E7,男,2,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,3,,,,,,1,,,,7
2024,F126110107407,5Z25,26,1,京都大学,2,総合生存学館,4,1,総合生存学,X9E7,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,1,,,,4
2024,F126110107407,6M01,26,1,京都大学,2,医学研究科,4,1,医学,M138,男,7,,,,,,,,,,,,5,,,,,,,,1,,,64,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,2,,,,,,,,,,,,,,,,1,,3,,,7,,64,,,,,,,,77
2024,F126110107407,6M01,26,1,京都大学,2,医学研究科,4,1,医学,M138,女,2,,,,,,,,,,,,,,,,,,,,1,,,11,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,11,,,,,,,,14
2024,F126110107407,6M01,26,1,京都大学,2,医学研究科,4,1,京都大学・マギル大学ゲノム医学国際連携,M1M8,男,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,6M01,26,1,京都大学,2,医学研究科,4,1,京都大学・マギル大学ゲノム医学国際連携,M1M8,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,6M04,26,1,京都大学,2,薬学研究科,4,1,薬学,M301,男,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,3
2024,F126110107407,6M04,26,1,京都大学,2,薬学研究科,4,1,薬学,M301,女,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2
2024,F126110107407,AC90,26,1,京都大学,2,公共政策教育部,5,1,公共政策,D922,男,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,2,5,,5,,,,,,,,9,26,,,,,,,,,1,,,,,,,2,,1,,3,,,,1,2,4,1,,,,1,,,,,7,2,1,26
2024,F126110107407,AC90,26,1,京都大学,2,公共政策教育部,5,1,公共政策,D922,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,1,4
2024,F126110107407,AD32,26,1,京都大学,2,経営管理教育部,5,1,経営管理,C229,男,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,2,1,,,,,,,,11,24,,,,,,,,,,1,,2,,,,3,,1,,2,,,,,2,6,,,,,,,,,1,,,6,24
2024,F126110107407,AD32,26,1,京都大学,2,経営管理教育部,5,1,経営管理,C229,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,,,,,,,,11,18,,,,,,,,,,,,,,,,2,,1,1,5,,,,,,1,,,1,,,,,,1,,,6,18
2024,F126110107407,AM01,26,1,京都大学,2,医学研究科,5,1,社会健康医学系,M198,男,1,,,,,,,,,,,,1,,,,,,,,1,,,6,,,,,,,,,,,,1,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,7,,,,,,,,10
2024,F126110107407,AM01,26,1,京都大学,2,医学研究科,5,1,社会健康医学系,M198,女,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,1,,,6
2024,F126110107407,CC01,26,1,京都大学,2,法学研究科,5,1,法曹養成,C150,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,2,5
2024,F126110107407,CC01,26,1,京都大学,2,法学研究科,5,1,法曹養成,C150,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2024,F126110107416,1S01,26,1,京都教育大学,2,教育学研究科,1,1,学校教育,S201,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107416,1S01,26,1,京都教育大学,2,教育学研究科,1,1,学校教育,S201,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107416,1S01,26,1,京都教育大学,2,教育学研究科,1,1,障害児教育,S211,男,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107416,1S01,26,1,京都教育大学,2,教育学研究科,1,1,障害児教育,S211,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107416,1S01,26,1,京都教育大学,2,教育学研究科,1,1,教科教育,S217,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107416,1S01,26,1,京都教育大学,2,教育学研究科,1,1,教科教育,S217,女,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107416,1S02,26,1,京都教育大学,1,教育学部（教員養成）,,1,学校教育教員養成課程,U942,男,,,,,,,,,,2,,2,,,25,23,10,,,,,,3,,,,,,,,1,4,,6,6,1,1,,,,,,,1,85,,,,1,2,,1,,,,,1,,2,1,5,1,1,1,,,1,,,,,1,1,61,1,,1,,,1,1,,1,85
2024,F126110107416,1S02,26,1,京都教育大学,1,教育学部（教員養成）,,1,学校教育教員養成課程,U942,女,,,,,,,,,,1,,1,,4,52,26,12,,,,,12,5,,,,,,,,1,11,,14,3,7,1,,,,,,,5,155,,,,,1,,,,,1,1,1,,2,,4,,2,1,,,4,,,,,,4,111,2,,10,,,4,1,6,,155
2024,F126110107416,GS22,26,1,京都教育大学,2,連合教職実践研究科,5,1,教職実践,S250,男,,,,,,,,,,,,,,,12,13,7,,,,,1,2,,,,,,,,,1,,,2,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,35,1,,,1,,,,,,38
2024,F126110107416,GS22,26,1,京都教育大学,2,連合教職実践研究科,5,1,教職実践,S250,女,,,,,,,,,,,,,,1,10,8,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,26
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,応用生物学課程,K119,男,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,応用生物学課程,K119,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,物質工学課程,G434,男,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,物質工学課程,G434,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,応用化学課程,G401,男,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,1,,6,,,,,,,,3,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,6
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,応用化学課程,G401,女,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,5,,,,,,1,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,電子システム工学課程,G240,男,,,,2,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,6,,,,,,,,,,,,3,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,6
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,電子システム工学課程,G240,女,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,情報工学課程,G221,男,,,2,,,,,,,,1,9,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,16,,,,1,,,,,,2,,1,,1,,6,1,,,,,,,,,,,,,,,,1,,,,,3,16
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,情報工学課程,G221,女,,,2,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,5
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,機械工学課程,G101,男,,,7,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,14,,,,,,,,,,5,,,1,2,,1,,,,,,,,,,2,,,,,,,,,,,1,2,14
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,機械工学課程,G101,女,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,デザイン・建築学課程,G392,男,,,,,,2,,,,,6,3,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,3,17,,,,6,,,,,,,,,1,2,,3,,,,,,1,,,,,,1,,,,,1,,,,,2,17
2024,F126110107425,1G39,26,1,京都工芸繊維大学,1,工芸科学部,,1,デザイン・建築学課程,G392,女,,,,,,,,,,1,10,2,3,,,,,,,,,,,,,,,,,,4,1,,2,2,1,,,,,,,,5,31,,,,13,1,1,,,,,,,,,,2,,,2,,,,,,,4,,1,,,,,,,,1,2,4,31
2024,F126110107425,2G10,26,1,京都工芸繊維大学,2,工芸科学研究科,2,1,建築学,G303,男,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,3,38,,,,28,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,1,,,,1,2,38
2024,F126110107425,2G10,26,1,京都工芸繊維大学,2,工芸科学研究科,2,1,建築学,G303,女,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,1,25,,,,20,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,1,,25
2024,F126110107425,2G10,26,1,京都工芸繊維大学,2,工芸科学研究科,2,1,京都工芸繊維大学・チェンマイ大学国際連携建築学,G388,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107425,2G10,26,1,京都工芸繊維大学,2,工芸科学研究科,2,1,京都工芸繊維大学・チェンマイ大学国際連携建築学,G388,女,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2024,F126110107425,2G10,26,1,京都工芸繊維大学,2,工芸科学研究科,2,1,先端ファイブロ科学,J9K6,男,1,,6,,1,3,2,,,,,2,3,,,,,,,,,,,,,,,,,,1,2,,,1,,,,,,,,,1,23,,,,1,,1,,,1,3,1,4,4,2,1,1,,,1,,,,,,,,,2,,,,,,,,,,1,23
2024,F126110107425,2G10,26,1,京都工芸繊維大学,2,工芸科学研究科,2,1,先端ファイブロ科学,J9K6,女,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,9,,,,,,1,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,4,9
2024,F126110107425,2G10,26,1,京都工芸繊維大学,2,工芸科学研究科,2,1,バイオベースマテリアル学,J9DO,男,1,1,2,,2,2,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,5,,,5,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,13
2024,F126110107425,2G10,26,1,京都工芸繊維大学,2,工芸科学研究科,2,1,バイオベースマテリアル学,J9DO,女,2,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,2,,,,2,,1,,,,1,,,,,,,,,,,,,,,,,,,,,6
