年度,学校コード,学部(研究科)番号,所在地,連番,学校名,学校種別,学部・研究科名,課程別,昼夜別,学科・専攻名,符号,性別,b-1研究者,b-2農林水産技術者,b-3製造技術者（開発）機械,b-3製造技術者（開発）電気,b-3製造技術者（開発）科学,b-3製造技術者（開発）その他,b-4製造技術者（開発を除く）機械,b-4製造技術者（開発を除く）電気,b-4製造技術者（開発を除く）科学,b-4製造技術者（開発を除く）その他,b-5建築・土木・測量技術者,b-6情報処理・通信技術者,b-7その他の技術者,b-8教員_幼稚園,b-8教員_小学校,b-8教員_中学校,b-8教員_高等学校,b-8教員_中等教育学校,b-8教員_高等専門学校,b-8教員_短期大学,b-8教員_大学,b-8教員_特別支援学校,b-8教員_その他,b-9医師，歯科医師,b-9獣医師,b-9薬剤師,b-10保健師，助産師，看護師,b-11医療技術者,b-12その他の保健医療従事者(栄養士),b-12その他の保健医療従事者(その他),b-13美術・写真・デザイナー・音楽・舞台,b-14その他,a管理的職業従事者,c事務従事者,d販売従事者,eサービス職業従事者,f保安職業従事者,g-1農林業従事者,g-2漁業従事者,h生産工程従事者,i輸送・機械運転従事者,j建設・採掘従事者,k運搬・清掃・包装等従事者,左記以外（職）,職業別計,A農業・林業,B漁業,C鉱業・採石業・砂利採取業,D建設業,E-1食料品・飲料・たばこ・飼料製造業,E-2繊維工業,E-3印刷・同関連業,E-4化学工業・石油製品・石炭製品製造業,E-5鉄鋼業・非鉄金属・金属製品製造業,E-6はん用・生産用・業務用機械器具製造業,E-7電子部品・デバイス・電子回路製造業,E-8電気・情報通信機械器具製造業,E-9輸送用機械器具製造業,E-10その他の製造業,F電気・ガス・熱供給・水道業,G情報通信業,H運輸業・郵便業,I-1卸売業,I-2小売業,J-1金融業,J-2保険業,K-1不動産取引・賃貸・管理業,K-2物品賃貸業,L-1学術・開発研究機関,L-2法務,L-3その他の専門技術サービス業,M宿泊業，飲食サービス業,N生活関連サービス業，娯楽業,O-1学校教育,O-2その他の教育、学習支援業,P-1保険業、保険衛生,P-2社会保険・社会福祉・介護事業,Q複合サービス事業,R-1宗教,R-2その他のサービス業,S-1国家公務,S-2地方公務,左記以外（産）,産業別計
2024,F136110110231,4M48,36,1,徳島大学,1,薬学部（修業年限６年）,,1,薬学,M501,男,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,2,,,,,,,,,,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,,,,8
2024,F136110110231,4M48,36,1,徳島大学,1,薬学部（修業年限６年）,,1,薬学,M501,女,,,,,1,,,,,,,,,,,,,,,,,,,,,23,,1,,,,,,,,,,,,,,,,1,26,,,,,,,,1,,,,,,,,,,,15,,,,,,,,,,,,6,,,,,,3,1,26
2024,F136110110231,4M88,36,1,徳島大学,2,医科栄養学研究科,3,1,医科栄養学,Q219,男,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2024,F136110110231,4M88,36,1,徳島大学,2,医科栄養学研究科,3,1,医科栄養学,Q219,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2
2024,F136110110231,4Z02,36,1,徳島大学,2,総合科学教育部,3,1,地域科学,X9C6,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F136110110231,4Z02,36,1,徳島大学,2,総合科学教育部,3,1,地域科学,X9C6,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
2024,F136110110231,6M01,36,1,徳島大学,2,医学研究科,4,1,医学,M138,男,,,,,,,,,,,,,,,,,,,,,,,,14,,3,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,17
2024,F136110110231,6M01,36,1,徳島大学,2,医学研究科,4,1,医学,M138,女,1,,,,,,,,,,,,,,,,,,,,,,,10,,,,1,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,11,,,,,,,,12
2024,F136110110231,6M04,36,1,徳島大学,2,薬学研究科,4,1,薬学,M301,男,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
2024,F136110110231,6M04,36,1,徳島大学,2,薬学研究科,4,1,薬学,M301,女,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,2
2024,F136110110231,6M39,36,1,徳島大学,2,口腔科学研究科,4,1,口腔科学,M224,男,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,5
2024,F136110110231,6M39,36,1,徳島大学,2,口腔科学研究科,4,1,口腔科学,M224,女,1,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,1,,,,,,,,5
2024,F136110110240,1S05,36,1,鳴門教育大学,1,学校教育学部,,1,学校教育教員養成課程,U942,男,,,,,,,,,,,,,,,19,19,7,,,,,3,,,,,,,,,,,,4,2,,1,,,,,,,,55,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,48,1,,,,,1,2,,,55
2024,F136110110240,1S05,36,1,鳴門教育大学,1,学校教育学部,,1,学校教育教員養成課程,U942,女,,,,,,,,,,,,,,2,20,4,3,,,,,3,,,,,,,,,,3,,2,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,32,,,3,,,,,,,37
2024,F136110110240,1S07,36,1,鳴門教育大学,2,学校教育研究科,1,1,人間教育,S157,男,,,,,,,,,,,,,,,3,5,,,,,3,,,,,,,,,,,11,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,3,4,,,,,4,,22
2024,F136110110240,1S07,36,1,鳴門教育大学,2,学校教育研究科,1,1,人間教育,S157,女,,,,,,,,,,,,,,,4,1,1,,,,,2,3,,,,,,,,,20,,5,,,,,,,,,,,36,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,11,3,3,10,,,,,6,,36
2024,F136110110240,GS07,36,1,鳴門教育大学,2,学校教育研究科,5,1,高度学校教育実践,S251,男,,,,,,,,,,,,,,,14,18,15,,,,,2,1,,,,,,,,,1,,1,1,,,,,,,,,,53,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,50,,,,,,,,1,,53
2024,F136110110240,GS07,36,1,鳴門教育大学,2,学校教育研究科,5,1,高度学校教育実践,S251,女,,,,,,,,,,,,,,1,24,15,6,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,2,,,,,,,49
2024,F137110110310,1C05,37,1,香川大学,1,法学部,,1,法学科,C101,男,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,47,8,5,4,,,1,,,,,72,,,,1,1,,,1,1,1,,,1,,,7,1,1,1,6,2,2,,,,1,,1,2,1,,1,,,2,15,23,,72
2024,F137110110310,1C05,37,1,香川大学,1,法学部,,1,法学科,C101,女,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,37,2,4,2,,,,,,,,49,,,,1,,,,,,,,1,,,,3,,,,1,3,,,,,,1,,2,1,,,1,,1,15,19,,49
2024,F137110110310,1C09,37,1,香川大学,1,経済学部,,1,経済学科,C203,男,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,6,,57,34,9,,,,4,,,,,115,1,,,4,3,,,2,1,2,1,3,3,1,4,15,,4,8,11,3,7,1,,,4,,3,1,1,,1,1,,7,12,11,,115
2024,F137110110310,1C09,37,1,香川大学,1,経済学部,,1,経済学科,C203,女,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,,76,19,16,,,,,,,,,117,,,,2,3,1,,4,1,1,2,1,,,,15,3,3,7,11,4,3,,,,5,,4,1,,1,1,2,,10,8,24,,117
2024,F137110110310,1C09,37,1,香川大学,1,経済学部,,1,経営システム学科,C245,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
2024,F137110110310,1C09,37,1,香川大学,1,経済学部,,1,経営システム学科,C245,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,1C09,37,1,香川大学,1,経済学部,,1,地域社会システム学科,D929,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,1C09,37,1,香川大学,1,経済学部,,1,地域社会システム学科,D929,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,1G01,37,1,香川大学,1,工学部,,1,安全システム建設工学科,G336,男,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2024,F137110110310,1G01,37,1,香川大学,1,工学部,,1,安全システム建設工学科,G336,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,1G01,37,1,香川大学,1,工学部,,1,電子・情報工学科,G230,男,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2
2024,F137110110310,1G01,37,1,香川大学,1,工学部,,1,電子・情報工学科,G230,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,1G01,37,1,香川大学,1,工学部,,1,材料創造工学科,J9D5,男,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
2024,F137110110310,1G01,37,1,香川大学,1,工学部,,1,材料創造工学科,J9D5,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,1G01,37,1,香川大学,1,工学部,,1,知能機械システム工学科,G139,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,1G01,37,1,香川大学,1,工学部,,1,知能機械システム工学科,G139,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,1G47,37,1,香川大学,1,創造工学部,,1,創造工学科,J9AU,男,,,18,8,4,4,7,5,,2,31,32,2,,,,,,,,,,,,,,,,,,,3,1,3,5,1,,,,,,,,,126,,,,22,,,,4,4,12,7,,4,2,2,36,,,2,2,,3,,,,12,,,1,,,,,,2,3,8,,126
2024,F137110110310,1G47,37,1,香川大学,1,創造工学部,,1,創造工学科,J9AU,女,,,1,,2,1,2,,,1,14,9,4,,,,,,,,,,,,,,,,,,4,1,,8,3,4,,,,1,,,,1,56,,,,9,1,,2,1,1,1,1,,2,3,,10,,2,3,1,,,,,,6,,,,,,,,,6,2,5,,56
2024,F137110110310,1K01,37,1,香川大学,1,農学部,,1,応用生物科学科,K118,男,,4,,,,,2,,1,4,,1,,,,,1,,,,,,,,,,,,,,,1,1,2,3,,,,,5,1,1,,3,30,1,1,,2,7,,,1,1,,1,,,2,1,2,1,,1,,,1,,,,,,,1,,,,,,1,1,5,,30
2024,F137110110310,1K01,37,1,香川大学,1,農学部,,1,応用生物科学科,K118,女,1,3,,,1,2,,,1,8,,,1,,,,,,,,,,,,,,,,,,,,1,10,8,1,,,,6,,,,4,47,1,,,,12,,,4,1,,,,,6,,,,1,2,,1,1,,1,,2,,1,,,,,4,,2,1,7,,47
2024,F137110110310,1K01,37,1,香川大学,2,農学研究科,1,1,応用生物・希少糖科学専攻,L9F2,男,3,2,,,5,1,,,4,3,,,4,,,,,,,,,,,,,,,,,,,,1,,4,,,,,2,1,,,1,31,1,,,1,6,1,,7,,,,,,2,1,,1,,1,1,,,,3,,2,,,1,,,,1,,,,2,,31
2024,F137110110310,1K01,37,1,香川大学,2,農学研究科,1,1,応用生物・希少糖科学専攻,L9F2,女,4,,,,4,,,,4,2,,,,,,,,,,,,,,,,,,,,,,1,3,1,,1,,,,,,,,3,23,,,,,7,1,,3,,,,1,,4,,,,,,,,,,2,,4,,1,,,,,,,,,,,23
2024,F137110110310,1M02,37,1,香川大学,2,医学系研究科,1,1,看護学専攻,O905,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,1M02,37,1,香川大学,2,医学系研究科,1,1,看護学専攻,O905,女,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2
2024,F137110110310,1M02,37,1,香川大学,2,医学系研究科,1,1,臨床心理学専攻,O917,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2
2024,F137110110310,1M02,37,1,香川大学,2,医学系研究科,1,1,臨床心理学専攻,O917,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,5
2024,F137110110310,1M04,37,1,香川大学,1,医学部,,1,看護学科,M601,男,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
2024,F137110110310,1M04,37,1,香川大学,1,医学部,,1,看護学科,M601,女,,,,,,,,,,,,,,,,1,,,,,,1,,,,,40,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,40,,,,,,,,42
2024,F137110110310,1M04,37,1,香川大学,1,医学部,,1,臨床心理学科,O915,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,1M04,37,1,香川大学,1,医学部,,1,臨床心理学科,O915,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2
2024,F137110110310,1S02,37,1,香川大学,1,教育学部,,1,学校教育教員養成課程,U942,男,,,,,,,,,,,,,,,13,16,3,,,,,,,,,,,,,,,2,,11,1,,,,,,1,,,,47,,,,1,,,,,,,,,,1,1,,1,1,1,2,,,,,,1,,,32,,,,,1,,1,4,,47
2024,F137110110310,1S02,37,1,香川大学,1,教育学部,,1,学校教育教員養成課程,U942,女,,,,,,,,,,,,,,2,40,10,1,,,,,7,5,,,,,,,,,3,,26,1,,1,,,,,,,,96,,,,2,,,,,1,,1,,,1,,1,1,3,2,4,1,1,1,,,,,1,67,,,3,,,2,,4,,96
2024,F137110110310,1Z91,37,1,香川大学,2,創発科学研究科,1,1,創発科学研究科,X9O3,男,,,26,12,5,4,1,1,3,2,16,18,3,,,,,,,,,,,,,,,,,,3,,,6,,1,,,,,,,,,101,,,,6,3,,,7,3,9,10,3,7,3,5,21,2,1,,,,,,,,13,,,3,,,,,,3,1,1,,101
2024,F137110110310,1Z91,37,1,香川大学,2,創発科学研究科,1,1,創発科学研究科,X9O3,女,,,2,1,,1,,,,1,5,4,,,1,,,,,,,,,,,,,,,,,1,1,2,,1,,,,,,,,,20,,,,1,,,,,2,2,,,2,,,4,,,,,,,,,,3,,,2,1,,,,,2,1,,,20
2024,F137110110310,2C05,37,1,香川大学,1,法学部,,2,法学科,C101,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,3
2024,F137110110310,2C05,37,1,香川大学,1,法学部,,2,法学科,C101,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
2024,F137110110310,2C09,37,1,香川大学,1,経済学部,,2,経済学科,C203,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,3,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
2024,F137110110310,2C09,37,1,香川大学,1,経済学部,,2,経済学科,C203,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
2024,F137110110310,2C09,37,1,香川大学,1,経済学部,,2,地域社会システム学科,D929,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,2C09,37,1,香川大学,1,経済学部,,2,地域社会システム学科,D929,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,2G01,37,1,香川大学,2,工学研究科,2,1,信頼性情報システム工学専攻,G2A3,男,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
2024,F137110110310,2G01,37,1,香川大学,2,工学研究科,2,1,信頼性情報システム工学専攻,G2A3,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,2G01,37,1,香川大学,2,工学研究科,2,1,材料創造工学専攻,J9S5,男,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2024,F137110110310,2G01,37,1,香川大学,2,工学研究科,2,1,材料創造工学専攻,J9S5,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,2M02,37,1,香川大学,2,医学系研究科,2,1,看護学専攻,O905,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,2M02,37,1,香川大学,2,医学系研究科,2,1,看護学専攻,O905,女,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,6
2024,F137110110310,4G01,37,1,香川大学,2,工学研究科,3,1,安全システム建設工学専攻,G353,男,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
2024,F137110110310,4G01,37,1,香川大学,2,工学研究科,3,1,安全システム建設工学専攻,G353,女,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2
2024,F137110110310,4G01,37,1,香川大学,2,工学研究科,3,1,知能機械システム工学専攻,G140,男,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,4
2024,F137110110310,4G01,37,1,香川大学,2,工学研究科,3,1,知能機械システム工学専攻,G140,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,4G01,37,1,香川大学,2,工学研究科,3,1,材料創造工学専攻,J9S5,男,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
2024,F137110110310,4G01,37,1,香川大学,2,工学研究科,3,1,材料創造工学専攻,J9S5,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,4G01,37,1,香川大学,2,工学研究科,3,1,信頼性情報システム工学専攻,G2A3,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,4G01,37,1,香川大学,2,工学研究科,3,1,信頼性情報システム工学専攻,G2A3,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,4M02,37,1,香川大学,1,医学部,,1,医学科,M201,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
2024,F137110110310,4M02,37,1,香川大学,1,医学部,,1,医学科,M201,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,6M02,37,1,香川大学,2,医学系研究科,4,1,医学専攻,M138,男,,,,,,,,,,,,,,,,,,,,,,,,9,,1,,2,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,12
2024,F137110110310,6M02,37,1,香川大学,2,医学系研究科,4,1,医学専攻,M138,女,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,8
2024,F137110110310,6M02,37,1,香川大学,2,医学系研究科,4,1,分子情報制御医学専攻,M1G1,男,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
2024,F137110110310,6M02,37,1,香川大学,2,医学系研究科,4,1,分子情報制御医学専攻,M1G1,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,6M02,37,1,香川大学,2,医学系研究科,4,1,社会環境病態医学専攻,M1G2,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2024,F137110110310,6M02,37,1,香川大学,2,医学系研究科,4,1,社会環境病態医学専攻,M1G2,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,6M02,37,1,香川大学,2,医学系研究科,4,1,機能構築医学専攻,M197,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,6M02,37,1,香川大学,2,医学系研究科,4,1,機能構築医学専攻,M197,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F137110110310,AC91,37,1,香川大学,2,地域マネジメント研究科,5,1,地域マネジメント研究科,C2B8,男,,,,,,,,,,,2,,,,1,,,,,1,,,,,,,,1,,,,,4,10,1,3,,1,,,,,,2,26,1,,,2,1,,,1,,1,,,,,1,1,1,,,2,,,,,,,,,3,,1,,,,4,1,4,2,26
2024,F137110110310,AC91,37,1,香川大学,2,地域マネジメント研究科,5,1,地域マネジメント研究科,C2B8,女,,,,,,,,,,,1,,,,,,,,,1,,,,,,,2,,,,,,,4,,,,,,,,,,,8,,,,1,,,,,,,,,,,,1,,,,1,,,,,,1,,,1,,2,,,,,1,,,8
2024,F137110110310,GS01,37,1,香川大学,2,教育学研究科,5,1,高度教職実践専攻,S241,男,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1,,9
2024,F137110110310,GS01,37,1,香川大学,2,教育学研究科,5,1,高度教職実践専攻,S241,女,,,,,,,,,,,,,,,7,3,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,1,,14
2024,F137210110327,1M25,37,1,香川県立保健医療大学,1,保健医療学部,,1,看護,M601,男,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
2024,F137210110327,1M25,37,1,香川県立保健医療大学,1,保健医療学部,,1,看護,M601,女,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,52
2024,F137210110327,1M25,37,1,香川県立保健医療大学,1,保健医療学部,,1,臨床検査,O956,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2
2024,F137210110327,1M25,37,1,香川県立保健医療大学,1,保健医療学部,,1,臨床検査,O956,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,16
2024,F137210110327,2M19,37,1,香川県立保健医療大学,2,保健医療学研究科,2,1,看護学,O905,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
