大学名称,No.,地区名,国公私立,大学グループ（分数カウントに基づくもの）,国際卓越（採択：◎、申請：○）,地域中核,論文数（５年合計値）2007-2011,論文数（５年合計値）2012-2017,論文数（５年合計値）2017-2021,化学論文数（５年合計値）2007-2011,化学論文数（５年合計値）2012-2017,化学論文数（５年合計値）2017-2021,材料科学論文数（５年合計値）2007-2011,材料科学論文数（５年合計値）2012-2017,材料科学論文数（５年合計値）2017-2021,物理学論文数（５年合計値）2007-2011,物理学論文数（５年合計値）2012-2017,物理学論文数（５年合計値）2017-2021,計算機・数学論文数（５年合計値）2007-2011,計算機・数学論文数（５年合計値）2012-2017,計算機・数学論文数（５年合計値）2017-2021,工学論文数（５年合計値）2007-2011,工学論文数（５年合計値）2012-2017,工学論文数（５年合計値）2017-2021,環境・地球科学論文数（５年合計値）2007-2011,環境・地球科学論文数（５年合計値）2012-2017,環境・地球科学論文数（５年合計値）2017-2021,臨床医学論文数（５年合計値）2007-2011,臨床医学論文数（５年合計値）2012-2017,臨床医学論文数（５年合計値）2017-2021,基礎生命科学論文数（５年合計値)2007-2011,基礎生命科学論文数（５年合計値）2012-2017,基礎生命科学論文数（５年合計値）2017-2021,Top10%補正論文数（５年合計値）2007-2011,Top10%補正論文数（５年合計値）2012-2017,Top10%補正論文数（５年合計値）2017-2021,化学Top10%補正論文数（５年合計値）2007-2011,化学Top10%補正論文数（５年合計値）2012-2017,化学Top10%補正論文数（５年合計値）2017-2021,材料科学Top10%補正論文数（５年合計値）2007-2011,材料科学Top10%補正論文数（５年合計値）2012-2017,材料科学Top10%補正論文数（５年合計値）2017-2021,物理学Top10%補正論文数（５年合計値）2007-2011,物理学Top10%補正論文数（５年合計値）2012-2017,物理学Top10%補正論文数（５年合計値）2017-2021,計算機・数学Top10%補正論文数（５年合計値）2007-2011,計算機・数学Top10%補正論文数（５年合計値）2012-2017,計算機・数学Top10%補正論文数（５年合計値）2017-2021,工学Top10%補正論文数（５年合計値）2007-2011,工学Top10%補正論文数（５年合計値）2012-2017,工学Top10%補正論文数（５年合計値）2017-2021,環境・地球科学Top10%補正論文数（５年合計値）2007-2011,環境・地球科学Top10%補正論文数（５年合計値）2012-2017,環境・地球科学Top10%補正論文数（５年合計値）2017-2021,臨床医学Top10%補正論文数（５年合計値）2007-2011,臨床医学Top10%補正論文数（５年合計値）2012-2017,臨床医学Top10%補正論文数（５年合計値）2017-2021,基礎生命科学Top10%補正論文数（５年合計値)2007-2011,基礎生命科学Top10%補正論文数（５年合計値）2012-2017,基礎生命科学Top10%補正論文数（５年合計値）2017-2021,リードしている論文数（５年合計値）2007-2011,リードしている論文数（５年合計値）2012-2017,リードしている論文数（５年合計値）2017-2021,リードしている化学論文数（５年合計値）2007-2011,リードしている化学論文数（５年合計値）2012-2017,リードしている化学論文数（５年合計値）2017-2021,リードしている材料科学論文数（５年合計値）2007-2011,リードしている材料科学論文数（５年合計値）2012-2017,リードしている材料科学論文数（５年合計値）2017-2021,リードしている物理学論文数（５年合計値）2007-2011,リードしている物理学論文数（５年合計値）2012-2017,リードしている物理学論文数（５年合計値）2017-2021,リードしている計算機・数学論文数（５年合計値）2007-2011,リードしている計算機・数学論文数（５年合計値）2012-2017,リードしている計算機・数学論文数（５年合計値）2017-2021,リードしている工学論文数（５年合計値）2007-2011,リードしている工学論文数（５年合計値）2012-2017,リードしている工学論文数（５年合計値）2017-2021,リードしている環境・地球科学論文数（５年合計値）2007-2011,リードしている環境・地球科学論文数（５年合計値）2012-2017,リードしている環境・地球科学論文数（５年合計値）2017-2021,リードしている臨床医学論文数（５年合計値）2007-2011,リードしている臨床医学論文数（５年合計値）2012-2017,リードしている臨床医学論文数（５年合計値）2017-2021,リードしている基礎生命科学論文数（５年合計値)2007-2011,リードしている基礎生命科学論文数（５年合計値）2012-2017,リードしている基礎生命科学論文数（５年合計値）2017-2021,医学・基礎生命科学系論文割合（５年合計値）2017-2021,医学・基礎生命科学を除いた論文数（５年合計値）2017-2021,日本全体の論文数に占める割合（５年合計値）2017-2021,Top10%補正論文割合（５年合計値）2007-2011,Top10%補正論文割合（５年合計値）2012-2017,Top10%補正論文割合（５年合計値）2017-2021,化学Top10%補正論文割合（５年合計値）2007-2011,化学Top10%補正論文割合（５年合計値）2012-2017,化学Top10%補正論文割合（５年合計値）2017-2021,材料科学Top10%補正論文割合（５年合計値）2007-2011,材料科学Top10%補正論文割合（５年合計値）2012-2017,材料科学Top10%補正論文割合（５年合計値）2017-2021,物理学Top10%補正論文割合（５年合計値）2007-2011,物理学Top10%補正論文割合（５年合計値）2012-2017,物理学Top10%補正論文割合（５年合計値）2017-2021,計算機・数学Top10%補正論文割合（５年合計値）2007-2011,計算機・数学Top10%補正論文割合（５年合計値）2012-2017,計算機・数学Top10%補正論文割合（５年合計値）2017-2021,工学Top10%補正論文割合（５年合計値）2007-2011,工学Top10%補正論文割合（５年合計値）2012-2017,工学Top10%補正論文割合（５年合計値）2017-2021,環境・地球科学Top10%補正論文割合（５年合計値）2007-2011,環境・地球科学Top10%補正論文（５年合計値）2012-2017,環境・地球科学Top10%補正論文割合（５年合計値）2017-2021,臨床医学Top10%補正論文割合（５年合計値）2007-2011,臨床医学Top10%補正論文（５年合計値）2012-2017,臨床医学Top10%補正論文割合（５年合計値）2017-2021,基礎生命科学Top10%補正論文割合（５年合計値)2007-2011,基礎生命科学Top10%補正論文割合（５年合計値）2012-2017,基礎生命科学Top10%補正論文割合（５年合計値）2017-2021
東京工科大学,150,東京都,03_私立大学,4G,,,299,366,507,72,54,69,14,21,25,49,48,53,19,15,33,44,63,91,3,2,6,28,63,97,70,98,126,11,27,26,2,2,0,1,1,2,1,0,3,0,2,6,6,6,7,0,0,0,1,3,4,0,13,3,149,116,159,40,29,29,5,7,6,21,15,17,11,2,5,17,12,13,0,1,4,13,13,32,43,38,49,0.439842209,277,0.000847891,0.036789298,0.073770492,0.051282051,0.027777778,0.037037037,0,0.071428571,0.047619048,0.08,0.020408163,0,0.056603774,0,0.133333333,0.181818182,0.136363636,0.095238095,0.076923077,0,0,0,0.035714286,0.047619048,0.041237113,0,0.132653061,0.023809524
東京歯科大学,151,東京都,03_私立大学,4G,,,538,596,718,7,1,12,13,10,11,8,3,1,0,0,0,1,2,4,0,0,6,345,394,507,161,182,171,24,26,40,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,32,7,4,6,283,318,318,2,0,6,9,7,6,8,3,1,0,0,0,0,0,1,0,0,1,194,209,233,70,98,68,0.944289694,34,0.001200761,0.044609665,0.043624161,0.055710306,0,0,0,0.307692308,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034782609,0.050761421,0.063116371,0.043478261,0.021978022,0.035087719
東京慈恵会医科大学,152,東京都,03_私立大学,4G,,,1628,2116,3078,15,30,45,6,6,10,3,15,1,2,4,4,3,1,10,2,1,15,1090,1427,2156,497,607,804,133,185,266,1,2,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,98,126,200,32,56,53,823,1006,1236,3,11,17,2,1,4,3,5,0,1,4,1,0,0,3,0,0,6,599,750,921,210,227,271,0.961663418,85,0.005147553,0.081695332,0.087429112,0.086419753,0.066666667,0.066666667,0.088888889,0.333333333,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0.133333333,0.089908257,0.088297127,0.092764378,0.064386318,0.092257002,0.065920398
東京女子医科大学,153,東京都,03_私立大学,3G,,,2488,2961,3355,41,40,46,57,60,24,12,10,15,2,5,3,5,2,10,4,5,13,1591,1980,2392,758,838,823,218,290,302,9,2,3,14,8,4,0,0,1,0,0,0,0,1,1,0,1,2,136,217,241,57,60,48,1308,1346,1363,18,17,20,37,44,9,3,1,1,0,4,0,1,1,2,1,4,4,897,914,1008,347,353,312,0.958271237,111,0.005610799,0.087620579,0.097939885,0.090014903,0.219512195,0.05,0.065217391,0.245614035,0.133333333,0.166666667,0,0,0.066666667,0,0,0,0,0.5,0.1,0,0.2,0.153846154,0.08548083,0.10959596,0.100752508,0.075197889,0.071599045,0.058323208
東京電機大学,154,東京都,03_私立大学,4G,,,478,508,506,52,77,95,36,39,58,86,73,59,87,87,88,152,124,93,6,9,32,16,27,28,42,70,50,19,15,8,1,4,1,1,2,1,2,2,1,7,1,0,5,3,1,0,2,2,1,0,0,2,1,1,260,256,241,36,52,51,15,20,30,41,31,22,52,55,59,101,64,45,1,4,6,1,8,9,13,24,19,0.154150198,425,0.000846219,0.039748954,0.029527559,0.015810277,0.019230769,0.051948052,0.010526316,0.027777778,0.051282051,0.017241379,0.023255814,0.02739726,0.016949153,0.08045977,0.011494253,0,0.032894737,0.024193548,0.010752688,0,0.222222222,0.0625,0.0625,0,0,0.047619048,0.014285714,0.02
東京都市大学,155,東京都,03_私立大学,4G,,,461,425,650,56,57,57,61,51,92,164,121,146,42,22,43,105,120,228,13,27,55,7,7,11,9,16,11,20,24,47,1,1,1,3,0,2,5,8,15,1,0,0,9,13,21,0,1,6,0,0,1,1,1,0,199,159,244,31,33,24,31,25,35,53,31,34,17,9,28,52,52,109,7,5,11,1,0,2,5,4,3,0.033846154,621,0.00108704,0.043383948,0.056470588,0.072307692,0.017857143,0.01754386,0.01754386,0.049180328,0,0.02173913,0.030487805,0.066115702,0.102739726,0.023809524,0,0,0.085714286,0.108333333,0.092105263,0,0.037037037,0.109090909,0,0,0.090909091,0.111111111,0.0625,0
東京農業大学,156,東京都,03_私立大学,4G,,,738,743,1199,33,28,63,6,4,10,4,1,1,2,1,4,5,3,9,38,41,75,36,38,62,609,623,968,40,48,67,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,6,6,32,39,54,346,317,459,15,21,32,4,2,3,1,1,0,1,0,3,1,3,0,10,15,20,13,20,27,299,253,373,0.859049208,162,0.002005171,0.054200542,0.064602961,0.0558799,0,0,0.031746032,0,0,0,0,0,0,0,0,0,0,0,0,0.078947368,0.048780488,0.053333333,0.111111111,0.157894737,0.096774194,0.052545156,0.062600321,0.055785124
東京薬科大学,157,東京都,03_私立大学,4G,,,941,953,1095,227,245,261,7,10,6,6,6,10,0,1,1,0,2,1,11,11,10,84,147,162,606,531,641,46,56,52,6,7,3,0,1,1,0,1,1,0,1,0,0,0,0,1,1,2,5,14,13,34,30,31,554,487,549,147,132,148,6,7,1,1,2,2,0,0,0,0,0,1,7,5,1,33,51,64,360,289,331,0.733333333,289,0.001831245,0.048884166,0.058761805,0.047488584,0.026431718,0.028571429,0.011494253,0,0.1,0.166666667,0,0.166666667,0.1,0,1,0,0,0,0,0.090909091,0.090909091,0.2,0.05952381,0.095238095,0.080246914,0.056105611,0.056497175,0.048361934
東京理科大学,158,東京都,03_私立大学,3G,,,3997,4299,5351,1103,1111,1353,317,423,549,1040,913,940,262,365,473,325,350,451,71,55,86,172,186,290,699,883,1175,323,363,385,107,96,81,33,34,38,95,87,70,8,32,36,13,9,13,3,3,8,20,20,45,43,81,90,2236,2179,2602,766,696,780,169,197,254,508,403,436,175,247,282,206,219,246,31,21,26,36,31,64,341,361,502,0.273780602,3852,0.008948849,0.080810608,0.084438241,0.071949168,0.09700816,0.086408641,0.059866962,0.104100946,0.080378251,0.069216758,0.091346154,0.095290252,0.074468085,0.030534351,0.087671233,0.076109937,0.04,0.025714286,0.028824834,0.042253521,0.054545455,0.093023256,0.11627907,0.107526882,0.155172414,0.061516452,0.091732729,0.076595745
同志社大学,159,近畿地区,03_私立大学,4G,,,985,1204,1335,244,269,272,99,106,79,153,163,149,47,52,60,181,152,171,26,30,60,97,151,194,127,270,327,49,57,54,6,7,5,6,3,1,8,5,5,2,2,2,6,1,3,1,2,2,7,24,15,10,12,15,505,586,637,167,175,181,49,53,36,88,84,73,32,27,23,99,89,94,9,12,12,21,44,68,35,95,143,0.390262172,791,0.002232613,0.049746193,0.047342193,0.040449438,0.024590164,0.026022305,0.018382353,0.060606061,0.028301887,0.012658228,0.052287582,0.030674847,0.033557047,0.042553191,0.038461538,0.033333333,0.033149171,0.006578947,0.01754386,0.038461538,0.066666667,0.033333333,0.072164948,0.158940397,0.077319588,0.078740157,0.044444444,0.04587156
東邦大学,160,東京都,03_私立大学,4G,,,2090,2566,3375,298,300,274,30,16,20,280,244,287,16,51,56,18,27,23,32,66,106,723,1129,1629,686,711,940,133,191,269,6,10,7,1,1,0,46,41,48,0,2,4,0,1,3,3,2,12,49,110,156,28,22,36,961,1029,1245,180,144,139,14,6,5,45,39,32,13,27,31,14,15,8,12,18,27,374,445,604,309,330,384,0.761185185,766,0.005644247,0.063636364,0.074434918,0.079703704,0.020134228,0.033333333,0.025547445,0.033333333,0.0625,0,0.164285714,0.168032787,0.167247387,0,0.039215686,0.071428571,0,0.037037037,0.130434783,0.09375,0.03030303,0.113207547,0.067773167,0.097431355,0.095764273,0.040816327,0.030942335,0.038297872
東北医科薬科大学,161,北海道・東北地区,03_私立大学,4G,,,460,461,1122,148,104,115,2,2,0,1,3,7,5,6,6,0,0,2,5,0,4,23,81,453,276,264,527,20,24,68,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,33,15,15,31,308,237,337,113,66,52,0,0,0,1,1,1,1,1,0,0,0,0,5,0,1,11,31,108,177,138,174,0.873440285,134,0.001876399,0.043478261,0.052060738,0.060606061,0.02027027,0.009615385,0.017391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.098765432,0.072847682,0.054347826,0.056818182,0.058823529
東洋大学,162,東京都,03_私立大学,4G,,,434,572,715,83,100,100,39,44,50,54,67,51,21,28,27,38,52,60,25,36,74,22,53,80,148,187,266,32,40,42,5,2,5,1,3,1,1,3,2,0,3,2,3,4,4,4,0,2,2,4,5,16,20,21,224,278,284,57,60,60,20,33,21,25,21,19,17,15,12,22,25,23,11,17,25,4,26,19,67,81,105,0.483916084,362,0.001195744,0.073732719,0.06993007,0.058741259,0.060240964,0.02,0.05,0.025641026,0.068181818,0.02,0.018518519,0.044776119,0.039215686,0,0.107142857,0.074074074,0.078947368,0.076923077,0.066666667,0.16,0,0.027027027,0.090909091,0.075471698,0.0625,0.108108108,0.106951872,0.078947368
徳島文理大学,163,中国・四国地区,03_私立大学,4G,,,813,660,619,298,211,178,9,7,4,10,11,9,11,13,1,8,4,3,10,15,26,67,39,74,398,359,323,27,28,26,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,15,18,17,376,299,238,137,90,81,5,2,1,6,10,7,3,5,0,4,2,0,0,1,2,27,12,23,193,176,125,0.641357027,221,0.001035197,0.033210332,0.042424242,0.042003231,0.020134228,0.033175355,0.016853933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0.074626866,0.051282051,0.067567568,0.037688442,0.050139276,0.052631579
獨協医科大学,164,栃木・群馬・茨城県,03_私立大学,4G,,,1127,1258,1739,4,6,13,0,1,0,10,3,2,0,0,3,3,2,1,5,2,17,732,817,1202,346,401,483,66,93,129,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,48,64,104,17,26,20,564,552,659,2,3,5,0,0,0,1,0,0,0,0,1,2,0,1,1,0,11,381,378,442,166,158,195,0.968947671,36,0.00290825,0.058562555,0.073926868,0.074180564,0,0,0.153846154,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.5,0.058823529,0.06557377,0.078335373,0.086522463,0.049132948,0.064837905,0.041407867
豊田工業大学,165,東海・北陸地区,03_私立大学,4G,,,501,532,704,109,108,125,99,92,153,233,236,241,8,22,20,43,63,146,1,4,5,3,2,4,5,5,8,24,44,50,7,11,19,1,6,6,12,18,12,0,3,2,3,5,7,0,0,1,0,0,0,1,0,1,304,296,310,59,59,51,55,45,61,157,130,106,3,8,12,28,47,77,1,4,2,1,0,0,0,3,1,0.017045455,690,0.001177348,0.047904192,0.082706767,0.071022727,0.064220183,0.101851852,0.152,0.01010101,0.065217391,0.039215686,0.051502146,0.076271186,0.049792531,0,0.136363636,0.1,0.069767442,0.079365079,0.047945205,0,0,0.2,0,0,0,0.2,0,0.125
長崎総合科学大学,166,九州・沖縄地区,03_私立大学,その他,,,181,642,720,13,19,15,3,0,2,146,597,674,6,3,3,4,7,14,1,0,1,1,3,3,7,12,8,77,259,182,2,1,3,0,0,0,74,256,179,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22,6,6,8,1,0,2,0,0,7,2,0,1,0,1,2,2,5,0,0,0,0,0,0,2,1,0,0.015277778,709,0.001204106,0.425414365,0.403426791,0.252777778,0.153846154,0.052631579,0.2,0,0,0,0.506849315,0.42881072,0.265578635,0,0,0,0.25,0,0,0,0,0,0,0.333333333,0,0,0,0
長浜バイオ大学,167,近畿地区,03_私立大学,その他,,,227,276,230,40,38,40,1,3,11,0,5,9,1,3,5,0,2,1,0,2,6,24,19,15,161,204,142,19,27,15,4,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,22,6,50,80,72,7,4,7,0,0,1,0,0,2,0,1,4,0,2,0,0,0,1,4,4,2,39,69,55,0.682608696,72,0.000384645,0.083700441,0.097826087,0.065217391,0.1,0.078947368,0.05,1,0.333333333,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.041666667,0.052631579,0.066666667,0.080745342,0.107843137,0.042253521
新潟医療福祉大学,168,甲信越地区,03_私立大学,4G,,,82,151,459,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,0,0,13,37,65,253,42,81,178,2,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7,2,2,3,33,76,226,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7,17,23,114,15,51,101,0.938997821,21,0.000767618,0.024390244,0.046357616,0.026143791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0.061538462,0.027667984,0.047619048,0.024691358,0.016853933
日本大学,169,東京都,03_私立大学,3G,,,4597,4830,5401,527,478,472,116,144,174,505,444,477,150,217,230,182,167,171,78,129,159,1361,1627,2059,1648,1593,1629,204,230,334,20,8,12,5,7,14,40,37,55,1,5,8,3,4,4,5,0,6,66,99,158,63,68,73,2755,2611,2664,313,280,266,72,72,70,267,177,158,90,128,127,109,104,96,29,57,41,874,909,1097,990,874,799,0.682836512,1683,0.009032467,0.044376767,0.047619048,0.0618404,0.037950664,0.016736402,0.025423729,0.043103448,0.048611111,0.08045977,0.079207921,0.083333333,0.115303983,0.006666667,0.023041475,0.034782609,0.016483516,0.023952096,0.023391813,0.064102564,0,0.037735849,0.048493755,0.060848187,0.07673628,0.038228155,0.042686755,0.044812769
日本医科大学,170,東京都,03_私立大学,4G,,,1689,2209,2742,10,15,51,2,0,2,4,0,1,1,2,6,1,1,1,5,6,7,1067,1621,2007,586,551,657,155,212,296,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,103,155,228,48,52,61,1000,1152,1167,5,5,23,1,0,0,0,0,0,0,0,2,0,0,1,2,1,1,699,900,876,286,239,262,0.971553611,68,0.004585637,0.091770278,0.095971028,0.107950401,0.2,0,0.098039216,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0.833333333,0.142857143,0.096532334,0.095619988,0.113602392,0.081911263,0.094373866,0.092846271
日本歯科大学,171,東京都,03_私立大学,4G,,,558,510,618,5,13,23,4,6,14,167,84,109,0,0,0,1,0,1,3,0,9,215,265,335,162,141,126,48,32,27,0,1,0,0,1,0,44,19,10,0,0,0,0,0,0,0,0,0,1,10,13,3,1,3,284,287,283,5,8,14,2,1,6,1,1,0,0,0,0,1,0,1,2,0,3,174,200,199,98,78,60,0.745954693,156,0.001033524,0.086021505,0.062745098,0.04368932,0,0.076923077,0,0,0.166666667,0,0.263473054,0.226190476,0.091743119,0,0,0,0,0,0,0,0,0,0.004651163,0.037735849,0.03880597,0.018518519,0.007092199,0.023809524
日本獣医生命科学大学,172,東京都,03_私立大学,4G,,,409,464,497,0,2,7,2,1,0,0,0,0,2,1,0,1,1,1,2,8,7,24,36,48,378,413,434,10,13,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,8,11,7,232,262,260,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,1,5,2,12,9,13,517,247,243,0.969818913,15,0.000831168,0.024449878,0.028017241,0.018108652,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.041666667,0.055555556,0.041666667,0.021164021,0.026634383,0.016129032
日本女子大学,173,東京都,03_私立大学,その他,,,323,297,288,51,39,53,5,2,4,26,24,18,20,31,23,8,3,11,1,2,2,37,33,20,172,161,156,18,15,9,2,0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,2,3,1,13,11,4,132,114,108,29,21,27,0,1,2,13,5,5,15,19,9,4,1,7,0,0,0,12,11,7,58,56,50,0.611111111,111,0.000481642,0.055727554,0.050505051,0.03125,0.039215686,0,0.018867925,0,0,0,0,0.041666667,0.111111111,0,0,0.043478261,0.125,0,0,0,0,0,0.054054054,0.090909091,0.05,0.075581395,0.068322981,0.025641026
兵庫医科大学,174,近畿地区,03_私立大学,4G,,,1297,1847,2285,49,19,30,6,1,2,29,8,7,0,0,7,2,1,11,9,15,28,738,1275,1643,453,510,540,98,161,199,7,1,1,0,0,0,2,0,0,0,0,2,0,1,0,0,4,3,55,119,169,33,37,23,665,812,886,21,8,15,5,1,0,13,1,5,0,0,5,1,0,2,3,1,4,388,570,654,229,223,198,0.95536105,85,0.003821364,0.075558982,0.087168381,0.087089716,0.142857143,0.052631579,0.033333333,0,0,0,0.068965517,0,0,0,0,0.285714286,0,1,0,0,0.266666667,0.107142857,0.074525745,0.093333333,0.102860621,0.072847682,0.07254902,0.042592593
広島工業大学,175,中国・四国地区,03_私立大学,その他,,,308,740,590,10,22,20,30,31,28,191,578,437,25,36,20,26,33,34,9,4,6,1,4,4,16,32,41,59,248,147,1,1,3,0,0,0,51,239,137,1,2,2,1,0,0,2,0,0,0,1,0,3,5,4,75,72,61,3,2,2,18,11,13,23,9,14,12,18,3,12,19,16,2,2,1,1,3,1,4,8,12,0.076271186,545,0.000986698,0.191558442,0.335135135,0.249152542,0.1,0.045454545,0.15,0,0,0,0.267015707,0.41349481,0.313501144,0.04,0.055555556,0.1,0.038461538,0,0,0.222222222,0,0,0,0.25,0,0.1875,0.15625,0.097560976
広島国際大学,176,中国・四国地区,03_私立大学,その他,,,239,257,260,32,25,24,3,0,0,7,3,8,6,5,1,13,5,4,1,3,1,62,107,105,110,106,115,12,11,11,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,6,5,3,3,6,73,80,81,14,15,13,2,0,0,3,2,1,5,4,1,4,0,2,0,2,0,12,28,25,33,29,40,0.846153846,38,0.000434816,0.050209205,0.042801556,0.042307692,0.09375,0.04,0,0,0,0,0,0,0,0,0,0,0.076923077,0.2,0,0,0,0,0.064516129,0.056074766,0.047619048,0.027272727,0.028301887,0.052173913
福岡大学,177,九州・沖縄地区,03_私立大学,4G,,,1852,2032,2504,241,229,255,19,21,53,59,89,126,54,61,103,49,71,112,46,73,90,797,917,1135,554,542,606,127,128,189,14,3,4,1,1,2,1,12,28,2,6,6,2,3,7,0,3,1,75,81,97,30,17,39,969,992,1016,161,156,163,5,8,24,30,36,37,25,31,51,34,40,46,14,16,26,425,466,419,263,227,247,0.69528754,739,0.004187613,0.068574514,0.062992126,0.075479233,0.058091286,0.013100437,0.015686275,0.052631579,0.047619048,0.037735849,0.016949153,0.134831461,0.222222222,0.037037037,0.098360656,0.058252427,0.040816327,0.042253521,0.0625,0,0.04109589,0.011111111,0.094102886,0.088331516,0.085462555,0.054151625,0.031365314,0.064356436
福岡工業大学,178,九州・沖縄地区,03_私立大学,4G,,,233,288,372,30,36,52,30,25,33,53,86,85,64,71,72,43,45,65,0,9,16,0,9,25,12,6,24,13,28,25,1,6,5,1,4,0,3,12,5,4,2,5,2,3,2,0,0,0,0,0,5,1,0,2,111,130,165,8,15,23,16,13,17,25,38,31,33,39,39,26,23,39,0,0,4,0,1,5,3,1,7,0.13172043,323,0.000622121,0.055793991,0.097222222,0.067204301,0.033333333,0.166666667,0.096153846,0.033333333,0.16,0,0.056603774,0.139534884,0.058823529,0.0625,0.028169014,0.069444444,0.046511628,0.066666667,0.030769231,0,0,0,0,0,0.2,0.083333333,0,0.083333333
福岡歯科大学,179,九州・沖縄地区,03_私立大学,4G,,,204,267,360,1,2,6,17,9,20,3,1,0,0,0,1,0,1,0,2,1,2,106,124,177,71,128,153,5,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,1,5,4,113,127,106,0,0,0,5,7,5,1,0,0,0,0,0,0,0,0,2,1,1,64,59,53,38,60,47,0.916666667,29,0.000602053,0.024509804,0.037453184,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037735849,0.040322581,0.02259887,0.014084507,0.0390625,0.026143791
藤田医科大学,180,東海・北陸地区,03_私立大学,4G,,○,1459,1683,2784,13,23,63,5,2,0,5,1,23,7,2,4,7,7,35,2,5,16,756,903,1566,640,708,1037,141,144,262,1,1,2,1,0,0,0,0,4,2,0,0,2,1,2,0,1,2,71,86,170,64,51,79,612,705,900,0,8,18,0,1,0,2,0,1,3,1,2,0,0,11,0,0,2,371,386,518,227,294,338,0.934985632,141,0.004655877,0.096641535,0.085561497,0.094109195,0.076923077,0.043478261,0.031746032,0.2,0,0,0,0,0.173913043,0.285714286,0,0,0.285714286,0.142857143,0.057142857,0,0.2,0.125,0.093915344,0.095238095,0.108556833,0.1,0.072033898,0.076181292
法政大学,181,東京都,03_私立大学,4G,,,472,555,808,51,64,64,36,22,39,100,103,178,45,86,113,108,119,151,15,20,30,32,23,42,77,107,169,30,37,64,1,2,0,0,1,0,8,9,28,0,6,7,5,6,8,0,2,2,8,1,3,7,8,11,218,221,303,19,26,23,15,8,17,42,44,58,23,27,45,70,67,77,4,2,8,8,8,16,32,36,56,0.261138614,575,0.001351275,0.063559322,0.066666667,0.079207921,0.019607843,0.03125,0,0,0.045454545,0,0.08,0.087378641,0.157303371,0,0.069767442,0.061946903,0.046296296,0.050420168,0.052980132,0,0.1,0.066666667,0.25,0.043478261,0.071428571,0.090909091,0.074766355,0.065088757
星薬科大学,182,東京都,03_私立大学,4G,,,709,570,495,208,127,120,7,1,5,0,1,3,0,0,2,0,0,0,7,9,6,69,77,60,418,354,298,30,31,20,4,6,5,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,5,8,4,20,13,7,516,346,276,140,88,64,4,0,4,0,1,0,0,0,1,0,0,0,1,0,0,52,34,30,319,224,176,0.723232323,136,0.000827823,0.042313117,0.054385965,0.04040404,0.019230769,0.047244094,0.041666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0.142857143,0.444444444,0.166666667,0.072463768,0.103896104,0.066666667,0.04784689,0.036723164,0.023489933
北海道医療大学,183,北海道・東北地区,03_私立大学,4G,,,462,417,553,69,57,78,16,10,22,3,3,7,0,0,0,0,3,19,10,13,19,171,162,201,191,165,204,20,22,30,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,15,9,12,12,253,189,246,51,28,46,9,7,11,2,1,6,0,0,0,0,1,1,7,10,6,77,57,95,106,86,81,0.732368897,145,0.00092482,0.043290043,0.052757794,0.054249548,0.028985507,0.01754386,0.012820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0.052631579,0.055555556,0.074626866,0.047120419,0.072727273,0.058823529
